text1,text2,is_same
the act of producing drawings on wood or leather by using heated tools or a fine flame,burner for pyrography,0
a body of water cut off from a larger body by a reef of sand or coral,"island in the Venetian Lagoon, Italy",0
remove the qualities typical of one's sex,book by Richard Polwhele,1
a faint zodiacal constellation in the southern hemisphere; between Sagittarius and Aquarius,album by Don Pullen,0
a naval radar to search for surface targets,air/surface search radar,1
a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser,system of interlinked hypertext documents accessed via the Internet,0
a long and tall sand dune with a sharp crest; common in the Sahara,"landform, hill of sand",1
small genus of Hawaiian spreading and rosette-forming shrubs,species of plant,0
(linguistics) the placing of one linguistic element after another (as placing a modifier after the word that it modifies in a sentence or placing an affix after the base to which it is attached),particle used in Korean grammar,0
tall graceful breed of hound with a long silky coat; native to the Near East,air warfare branch of Afghanistan's armed forces,0
a joint made by fastening ends together without overlapping,American animation series,0
rare small evergreen of northern Florida; its glossy green leaves have an unpleasant fetid smell when crushed,species of plant,1
according to the Old Testament he was a pagan king of Israel and husband of Jezebel (9th century BC),fictional character from the novel Moby-Dick,0
the 17th letter of the Roman alphabet,chemical compound,0
(astronomy) the point in an orbit farthest from the body being orbited,point on an orbit furthest from the focus,1
a stack of hay,American music producer,0
remove salt from,article,0
type genus of the family Plantaginaceae; large cosmopolitan genus of mostly small herbs,species of plant,0
a monocotyledonous genus of graceful palm trees in tropical America,genus of plants,1
a condition of regular or proper arrangement,The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis.,0
the boundary between the Earth's crust and the underlying mantle,university,0
class of fungi in which the fruiting body is a perithecium; includes powdery mildews and ergot and Neurospora,"Albany, N.Y. :University of the State of New York, State Education Dept.,1986. | New York Botanical Garden, LuEsther T. Mertz Library",0
remove a cloak from,theoretical device to render objects invisible,1
an encampment of huts (chiefly military),"a settlement of plywood, corrugated metal, sheets of plastic, and cardboard boxes",1
a portrait showing the body from only the waist up,drawing at the Cleveland Museum of Art,0
whiting of the southeastern coast of North America,species of fish,1
(Yiddish) an inexpensive showy trinket,sabre,1
larvae (of a noctuid moth) that travel in large groups and destroy grains and alfalfa in the midwestern states,species of insect,1
(Greek mythology) Greek goddess of the night; daughter of Chaos; counterpart of Roman Nox,Greek goddess of the night,1
large genus of western North American leafy-stemmed bulbous herbs,genus of plants,1
a ring given and worn as a sign of betrothal,episode of The George Burns and Gracie Allen Show (S2 E13),0
deciduous shrub of eastern Asia bearing decorative bright blue fruit,species of plant,1
rolled dough spread with cinnamon and sugar (and raisins) then sliced before baking,drawing in the National Gallery of Art (NGA 155095),0
a function word that combines with a noun or pronoun or noun phrase to form a prepositional phrase that can have an adverbial or adjectival relation to some other word,"a word or phrase able to connect a following noun or noun phrase (and often other parts of the speech) as a complement to some other part of the sentence, expressing a relation between them",1
someone who loves (and usually collects) books,French bibliophile,0
of or relating to or having or resembling scurvy,human disease,1
butter blended with minced onion,"culinary specialty of Alsace (France) consisting of potatoes, bacon, onions, butter, and white wine",1
a family of birds of the order Coraciiformes,family of birds in the order Coraciiformes,1
an Italian almond liqueur,disarrono,0
North American blackbird whose bluish-black plumage is rusty-edged in the fall,"scholarly article published in The Auk, July 1920",0
of or relating to the region of the continental shelf (between the seashore and the edge of the continental shelf) or the marine organisms situated there,"part of a sea, lake or river that is close to the shore",1
an airplane that is driven by a propeller,aeroplane driven by propeller,1
Chinese evergreen climbing rose with yellow or white single flowers,species of plant,1
a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,compilation album,0
