text1,text2,is_same
sage of western North America to Central America having violet-blue flowers; widespread in cultivation,species of plant,1
a card recording an employee's starting and quitting times each work day,clinical trial,1
European yellow-flowered foxglove,Wikimedia category,0
spruce grouse,Wikimedia category,0
stock that is not listed and traded on an organized exchange,trading done directly between two parties,1
having glossy leaves,species of plant,1
not silenced,episode of Casualty,1
a fox terrier with wiry hair,dog breed,1
genus of monocotyledonous plants with curious woolly flowers on sturdy stems above a fan of sword-shaped leaves; includes kangaroo's paw and Australian sword lily; sometimes placed in family Amaryllidaceae,species of plant,1
New Zealand forest tree,article,0
clematis of California,Wikimedia category,0
a dealer in secondhand books (especially rare or curious books),French publisher,1
California herb with pinkish purple flowers,Wikimedia category,0
type genus of the Agamidae,genus of reptiles,1
a large pistol (usually in a holster) formerly carried by horsemen,firearm using a flintlock mechanism,1
dories,article,1
a Formosan language,Wikimedia category,0
type genus of the Helotiaceae,species of fungus,0
a sound law relating German consonants and consonants in other Indo-European languages,phonetic shift in Germanic languages described by Grimm's Law and Verner's Law,0
baking shelled eggs,gathering fabric with multiple rows of stitching,1
an epithet for Jupiter,"Roman god, protector of boundary markers",1
"whisk ferns; comprising the family Psilotaceae or Psilotatae: vascular plants with no roots, partial if any leaf differentiation, and rudimentary spore sacs",family of plants,1
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
having the approximate size of an average dog,"cryptid reported to live near Queensland, Australia; described as being a dog-sized feline with stripes and a long tail, prominent front teeth and a savage temperament",1
any of several small lithophytic ferns of tropical and warm temperate regions,genus of plants,1
an important Central American mahogany tree,"By James Prestini ((American, born Italy. 1908–1993)); c. 1943; Honduras mahogany; 1 7/8 x 11 1/8"" (4.8 x 28.3 cm)",0
shrubby ash of southwestern United States having fragrant white flowers,species of plant,1
a scented oil added to your bath water,heated bath used in a laboratory,1
a Bantu language,"Bantu language, mostly spoken mainly within East Africa, national language in Tanzania and one of the official languages of Kenya",0
British breed having a long silky coat and rounded head with a short upturned muzzle,dog breed,1
derived from the Iowa crab and cultivated for its large double pink blossoms,painting by Shen Zhou,0
the Altaic language spoken by Koreans,scientific journal,0
a lamp that provides light for reading,drawing in the National Gallery of Art (NGA 24860),1
a member of the Taoist Trinity,Indonesian politician,1
pinnatifid with the segments also pinnatifid,type of compound leaf,1
a jacket hanging to the waist and cut square at the bottom,drawing in the National Gallery of Art (NGA 13810),1
easily moved by another's distress; - W.M.Thackeray,comedy written by Christian Fürchtegott Gellert,1
performance of duties or provision of space and equipment helpful to others,journal,1
fast-growing sturdy Japanese fern; cultivated for their attractive broad dark-green pinnate fronds,species of plant,1
a theater stage that extends out into the audience's part of a theater and has seats on three sides,designated space for the performance of productions,0
much-branched hirsute weed native to northeastern North America,species of plant,1
small pale plant with dense spikes of pale bluish-violet flowers; of high cold meadows from Wyoming and Utah to New Mexico,species of plant,1
plant with leaves mostly at the base and openly branched clusters of small white flowers; western North America,species of plant,1
the basic unit of money in the Bahamas,currency,1
a selective-serotonin reuptake inhibitor commonly prescribed as an antidepressant (trade name Paxil),clinical trial,0
streamlined cigar-shaped jack; good game fish,Wikimedia category,0
a device for inserting sheets of paper into a printer or typewriter,"[Toronto] :Ministry of the Environment,c1991. | Ontario Ministry of the Environment (archive.org) View Book",1
a suspension bridge across the Delaware River,"bridge over the Delaware River, connecting Delaware and New Jersey",1
a group of languages of the Hokan family,Wikimedia template,0
scale insects,article,0
genus of smut fungus,species of fungus,0
limp and soiled as if dragged in the mud,protein-coding gene in the species Drosophila melanogaster,1
a genus of Strigidae,species of bird,0
a Bantu language spoken in the Kenyan coastal areas of East Africa,ethnic group,0
introduced into United States from the Orient; larvae feed on roots of sugarcane and other grasses,species of insect,1
Australian tree yielding a variegated tulipwood,species of plant,1
rail or narrow shelf fixed to a wall to display plates,linear bearing and guide elements used in rail transport,1
having the approximate size of a mouse,article,1
affected by ague,"stream in Huanuco, Peru",1
type genus of the Helotiaceae,species of fungus,0
the eleventh month of the Islamic calendar,lunar calendar,1
consisting of or made of cedar,watercourse in Canada,1
an argument that appears good at first view but is really fallacious,"specious argumentation, based on a fallacy reasoning, and used for deceiving someone",1
young leaves of the beetroot,leaves of Q165437,1
tall rough-leaved perennial with a few large flower heads; central United States,species of plant,1
