text1,text2,is_same
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),first wife of Henry VIII of England (1485–1536),1
the act of constituting a political unity out of a number of separate states or colonies or provinces so that each member retains the management of its internal affairs,Fijian political party,0
woody vine of Texas having showy solitary nodding scarlet flowers,Wikimedia category,0
law enacted by a legislative body,"Act of the Parliament of Australia, no longer in force, registered as C1966A00093",0
the property of lacking physical or mental strength; liability to failure under pressure or stress or strain,1983 single by The Bellamy Brothers,0
Mexican frog found within a jump or two of water,species of amphibian,1
large American food fish,species of fish,1
a small fungus with orange cap and yellow gills found in sphagnum bogs,species of fungus,1
any of several erect or climbing woody plants of the genus Mucuna; widespread in tropics of both hemispheres,species of plant,0
an ancient region of northeastern Africa (southern Egypt and northern Sudan) on the Nile; much of Nubia is now under Lake Nasser,"region along the Nile river, which is located in northern Sudan and southern Egypt",1
a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands,association football league,0
an adolescent girl wearing bobby socks (common in the 1940s),film directed by Glenn Tryon,0
a wooden covering for the upper part of a paddlewheel,steamship or riverboat powered by a steam engine that drives paddle wheels,1
Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,occupation,0
any plant of the genus Hibiscus,"species of plant, Roselle",0
derived from pepper (especially black pepper); source of the hotness of black and white pepper,article,0
someone who demands physical evidence in order to be convinced (especially when this demand is out of place),"episode from Gospel of John, in which the Apostle Thomas refused to believe that the resurrected Jesus had appeared to the ten other apostles",1
a law concerning the speed at which planets travel; a line connecting a planet to the sun will sweep out equal areas in equal times,scientific laws describing motion of planets around the Sun,1
the state of being weak in health or body (especially from old age),family name,0
an organization of countries formed in 1961 to agree on a common policy for the production and sale of petroleum,journal,0
a white or colorless mineral (BaSO4); the main source of barium,"former underground Pb-Cu-Ag-Zn-Au-Mo-V-Baryte-Fluorspar-Silica mine, Laurel canyon between Aravaipa and Klondyke",0
someone who broadcasts the news,person who presents news during a news program,1
genus of chiefly North American perennial herbs: silkweed; milkweed,genus of plants,1
streamlined cigar-shaped jack; good game fish,Wikimedia category,0
referring to the first of two things or persons mentioned (or the earlier one or ones of several),former german scientific journal,0
perennial succulent herb with small solitary axillary or terminal flowers,variety of plant,0
handle roughly,1974 film,0
desiring but deprived of sexual gratification,album by Batmobile,1
a place where oranges are grown; a plantation of orange trees in warm climes or a greenhouse in cooler areas,"Grade I listed orangery in South Gloucestershire, United Kingdom",0
a yellow to orange or brown mineral used as a molybdenum ore,molybdate mineral,1
an evil spirit,evil spirit or demon,1
coextensive with the genus Tarsius: tarsiers,genus of mammals,1
(genetics) normal complement of sex hormones in a male,"gonadal dysgenesis that is characterized by a normal 46,XY karyotype along with a progressive loss of germ cells on the developing gonads of an embryo",1
Australian and Tasmanian lizards,article,0
any of the four outermost planets in the solar system; much larger than Earth and gaseous in nature (like Jupiter),giant planet which mainly consist of light elements such as hydrogen and helium,1
any of numerous trees of the genus Albizia,article,0
small woodpeckers of South America and Africa and East Indies having soft rounded tail feathers,species of bird,1
hardy British hound having long pendulous ears and a thick coarse shaggy coat with an oily undercoat; bred for hunting otters,"London :Whittaker & Co.,1849. | Webster Family Library of Veterinary Medicine (archive.org) View Book",0
a mark used to indicate the word above it should be repeated,researcher ORCID ID = 0000-0002-7416-8012,0
