text1,text2,is_same
a family of fish including: combtooth blennies,genus of fishes,0
manifesting or subjected to suppression,scientific journal article,0
genus of tropical Old World trees: nitta trees,species of plant with edible parts,0
in some classifications considered a phylum of the kingdom Protista; holozoic or saprozoic flagellates,phylum,1
much-branched erect herb with bright yellow flowers; distributed from Massachusetts to Florida,species of plant,1
a cheap hard material made from wood chips that are pressed together and bound with synthetic resin,type of fiberboard,0
instrument of execution that consists of a weighted blade between two vertical poles; used for beheading people,apparatus designed for carrying out executions by beheading,1
a genus of Serranidae,species of fish,0
furniture consisting of a table or stand to hold a basin and pitcher of water for washing: `wash-hand stand' is a British term,drawing in the National Gallery of Art (NGA 18103),0
California perennial herb cultivated for its racemose white flowers with widely spreading petals; sometimes placed in genus Tellima,species of plant,1
easily moved by another's distress; - W.M.Thackeray,comedy written by Christian Fürchtegott Gellert,1
egg-shaped terra cotta wind instrument with a mouthpiece and finger holes,album by Diego Modena,0
any unit of length based on the breadth of the human hand,"anthropic unit of length, based on the width of the human palm and then variously standardized",1
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,association football club,0
any of various plants of the genus Astragalus,genus of plants,1
a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material,family name,0
difficulty in beginning the flow of urine; associated with prostate enlargement in men and with narrowing of the urethral opening in women; may be caused by emotional stress in either men or women,clinical trial,0
a light in the rigging of a ship that is riding at anchor,horse riding,1
writing paper having a very faint mesh pattern,"type of paper having a ribbed texture imparted by the manufacturing process, predominantly used in Europe in the 12th–19th centuries, until supplanted by wove paper; today used by artists as a support for charcoal drawings",0
a genus of bristly herbs and shrubs of the family Boraginaceae,subspecies of plant,0
a Bantu language,Tanzanian university institution,0
an ancient region of northeastern Africa (southern Egypt and northern Sudan) on the Nile; much of Nubia is now under Lake Nasser,"Archaeological site of Nubia, today Sudan",0
a trench that provides protected passage between the rear and front lines of a defensive position,type of land warfare,1
selfless love of one person for another without sexual implications (especially love that is spiritual in nature),album,0
tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times,"Washington,Govt. print. off.,1909. | Library of Congress",0
the region of Africa to the south of the Sahara Desert,association football club,0
truck whose contents can be emptied without handling; the front end of the platform can be pneumatically raised so that the load is discharged by gravity,Bishop of Dudley,0
a gauge boson that mediates strong interaction among quarks,elementary particle that mediates the strong force,1
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,doctoral thesis by Tolib Mirzoev,0
a garment worn on the upper half of the body,"garment with a collar and a full-length opening at the front, which is fastened using buttons or shirt studs",0
the gradual departure from an intended course due to external influences (as a ship or plane),article,0
an especially dangerous and generally fatal form of the plague in which infecting organisms invade the bloodstream; does not spread from person to person,Human disease,0
a genus of Scutigeridae,genus of arthropods,1
a dentist who is expert in prosthodontics,journal,0
(religion) contemplation of spiritual matters (usually on religious or philosophical subjects),album by George Coleman,0
a contact microphone for listening through walls,book by John Pierson,1
French pianist and composer (1899-1963),Cantata by Francis Poulenc,0
a genus of fungi belonging to the family Phallaceae,article,0
a musician who plays the lute,musical instrument,0
an industrial city of eastern Poland,powiat of Poland,0
a plane figure with the shape of half a circle,"lake in Ontario, Canada",0
a fungus with large tawny caps and pale cinnamon gills and a red band of veil around the stalk; usually found near birch trees,Wikimedia category,0
