text1,text2,is_same
a town in southwestern British Columbia on Vancouver Island to the west of Vancouver,province of Canada,0
a sensory receptor that responds to heat and cold,article,1
congenital deformity of the foot usually marked by a curled shape or twisted position of the ankle and heel and toes,bone development disease,0
genus of tropical herbs and woody vines having trifoliate leaves and showy flowers in axillary clusters,species of plant,0
an arm of the Indian Ocean between Madagascar and southeastern Africa,article,0
a compound lever used to crack nuts open,mechanical device for cracking nuts,1
a hypothetical organic phenomenon by which living organisms are created from nonliving matter,"natural process by which life arises from non-living matter, such as simple organic compounds",1
apoapsis in Earth orbit; the point in its orbit where a satellite is at the greatest distance from the Earth,2012 album by Sexion d'Assaut,0
parasitic bloodsucking roundworms having hooked mouth parts to fasten to the intestinal wall of human and other hosts,article,0
get used to a certain climate,process in which a group or culture comes to resemble another group,1
mildly acid red or yellow pulpy fruit eaten as a vegetable,article,0
an upward movement or trend as in business activity,2013 single by Lead,0
mostly tropical climbing shrubs or small trees; closely related to Leguminosae,genus of plants,0
a storyteller in West Africa; perpetuates the oral traditions of a family or village,French choreographer and poet,0
(Greek mythology) the Muse of the dance and of choral song,species of Equisetopsida,0
a temporary booth in a polling place which people enter to cast their votes,site of ballot casting in elections,0
come to or be at an end,article,1
of persons whose immune response is inadequate,article,0
any polyhedron having four plane faces,prize in organic chemistry,0
a mixture of cement and sand and water that is sprayed on a surface under pneumatic pressure,building material,1
a genre of painting characterized by the application of paint in dots and small strokes; developed by Georges Seurat and his followers in late 19th century France,"technique of painting with small, distinct dots",1
the Muskhogean language spoken by the Hitchiti,ethnic group,0
the early phase of cubism,1910 oil on canvas painting by Pablo Picasso in the Analytical Cubism style,0
the branch of medical science that studies the blood and lymph vessels and their disorders,journal,0
having the same sound (especially the same vowel sound) occurring in successive stressed syllables,repetition of vowel sounds to create internal rhyming within phrases or sentences; one of the building blocks of verse,1
suited to your comfort or purpose or needs,article,1
butter blended with minced onion,"culinary specialty of Alsace (France) consisting of potatoes, bacon, onions, butter, and white wine",1
trillium of central United States having dark purple sessile flowers,species of plant,1
a boat that can be launched or landed in heavy surf,surfboat built for crossing the Atlantic Ocean,1
globulins occurring in blood serum and containing most of the antibodies of the blood,family of globular proteins,1
capital of North Korea and an industrial center,association,0
